image,source,headline,label,explanation,Inaccurate reasoning (Yes/No),Explanation states opinion (Yes/No),Explanation uses commonsense reasoning (Yes/No),Explanation uses knowledge of specific events (Yes/No),Explanation uses domain knowledge (Yes/No)
True/non-medical/trump-pick-for-michigan-secretary-of-state-race-kristina-karamo-threatened-to-kill-her-family-court-2022-09-03-21-49-03.jpg,CNBC.COM,"Trump pick for Michigan secretary of state race Kristina Karamo threatened to kill her family, court records claim",True,"Court records from 2015 reveal that Kristina Karamo, endorsed by Trump for Michigan's Secretary of State race, was accused of threatening to kill her family, thus substantiating the headlines. The records detail an incident where Karamo was hospitalized for psychiatric evaluation after her threats were reported.",No,No,Yes,Yes,Yes
True/non-medical/mary-trump-slams-bill-barr-over-donald-trump-criticism-way-too-late2022-09-03-21-12-20.jpg,NEWSWEEK.COM,Mary Trump slams Bill Barr over Donald Trump criticism: Way too late',True,"Mary Trump, the niece of former President Donald Trump, has criticized former Attorney General Bill Barr for his belated disapproval of her uncle's behaviour during his tenure. She believes Barr's criticism should've been voiced during his term. Thus, the headline is considered true as it accurately encapsulates her reaction.",No,No,Yes,Yes,Yes
True/non-medical/dave-chappelle-will-smith-did-an-impression-of-perfect-man-for-30-years2022-09-03-21-20-44.jpg,CNN.COM,Dave Chappelle: Will Smith 'did an impression of a perfect man for 30 years',True,"Dave Chappelle's headline alludes to Will Smith's public persona, which has often been perceived as faultless. Smith, for three decades, has maintained a reputable image in Hollywood, consistently showing up as a dedicated actor, loving father and a supportive spouse. Thus, Chappelle describes Smith's longtime persona as an 'impression of a perfect man'.",No,No,Yes,Yes,Yes
True/non-medical/ex-ag-barr-no-legitimate-reason-for-trump-to-have-classified-info2022-09-03-22-45-52.jpg,NYPOST.COM,Ex-AG Barr: No 'legitimate reason' for Trump to have classified info,True,"Former Attorney General William Barr stated there is no ""legitimate reason"" for ex-president Donald Trump to have access to classified information. After leaving the office, former presidents typically maintain their clearance to discuss issues with successors. However, Barr believes Trump's case doesn't require such access given some of his post-presidential behaviors and limited involvement in public service.",No,No,Yes,Yes,Yes
True/non-medical/six-drastic-plans-trump-is-already-promising-for-second-term2022-09-03-22-03-43.jpg,WASHINGTONPOST.COM,Six drastic plans Trump is already promising for a second term,True,"The headline 'Six drastic plans Trump is already promising for a second term' is true because Donald Trump, during his 2020 presidential campaign, outlined several ambitious plans he intended to implement, should he be elected for a second term. These plans covered various areas such as immigration, economy and healthcare among others.",No,No,Yes,Yes,Yes
True/non-medical/california-voters-want-biden-to-step-aside-and-see-newsom-as-top-contender-to-succeed-him2022-09-03-22-24-10.jpg,POLITICO.COM,California voters want Biden to step aside - and see Newsom as a top contender to succeed him,True,"The headline reflects polls showing a significant section of California voters are dissatisfied with President Biden's performance, suggesting he should step aside. Concurrently, they identified Governor Gavin Newsom as a strong candidate to succeed him, indicating their approval of his leadership.",No,No,Yes,No,No
True/non-medical/biden-approval-rating-ticks-up-points-in-one-week-poll2022-09-03-22-13-51.jpg,THEHILL.COM,Biden approval rating ticks up 3 points in one week: poll President Biden's approval rating ticked up 3 percentage points in the past:,True,"The headline is true because recent polling data shows a rise in President Biden's approval rating. Over the course of one week, there was a measurable increase of 3 percentage points in public support for his performance. The data behind this conclusion comes from a credible polling source that regularly tracks the President's approval ratings.",No,No,Yes,Yes,Yes
True/non-medical/documents-show-how-trump-landed-lincoln-memorial-for-fox-news-event2022-09-03-22-12-26.jpg,WASHINGTONPOST.COM,Documents show how Trump landed Lincoln Memorial for Fox News event,True,"Documents obtained by The Guardian showed that the Trump White House directly intervened to secure the Lincoln Memorial for a Fox News town hall event. The documents highlight the special assistance given to Fox News, which contradicts the National Park Service's usual practice of staying neutral on politically sensitive issues.",No,No,Yes,Yes,Yes
True/non-medical/biden-bodyman-and-close-confidant-to-depart-the-white-house2022-09-03-22-24-27.jpg,CNN.COM,Biden’s ‘bodyman’ and close confidant to depart the White House,True,"The headline is true because President Biden's close aide and personal attendant, also known as the 'bodyman', has decided to leave the White House. This individual was an integral part of the President's team, accompanying him on most travels and managing his daily schedule.",No,No,Yes,Yes,Yes
True/non-medical/mccarthy-embraces-trump-assault-on-the-justice-department-over-the-mar-lago-search2022-09-03-21-48-03.jpg,NYTIMES.COM,McCarthy embraces Trump's assault on the Justice Department over the Mar-a-Lago search.,True,"Kevin McCarthy, a prominent Republican, has publically supported Donald Trump's criticism of the Justice Department following a search at Trump's Mar-a-Lago property. This can be seen as ""embracing"" Trump's assault on the department, thus making the headline true.",No,No,Yes,Yes,Yes
True/non-medical/rnc-investing-millions-to-engage-with-asian-pacific-american-voters-other-minorities-ahead-of-midter2022-09-03-22-39-18.jpg,FOXNEWS.COM,"RNC investing millions to engage with Asian Pacific American voters, other minorities ahead of midterms",True,"The Republican National Committee (RNC) is reportedly investing significant amounts of money in initiatives to connect with Asian Pacific American voters, among other minority groups. Through this investment, the RNC aims to increase political engagement and support within these communities ahead of the upcoming midterm elections.",No,No,Yes,No,Yes
True/non-medical/cnn-questioned-after-altering-blood-red-background-of-biden-speech2022-09-03-22-42-48.jpg,NYPOST.COM,CNN questioned after altering blood-red background of Biden's speech,True,"CNN faced scrutiny for allegedly altering the visual presentation of President Biden's speech. Critics accused the network of changing the blood-red background to a more palatable blue one in an attempt to control the narrative and lessen the aggressive connotations associated with the color red. CNN has not refuted these allegations, leading to further questioning of their journalistic integrity.",No,No,Yes,Yes,Yes
True/non-medical/even-on-biden-big-day-he-still-in-trump-long-shadow2022-09-03-22-24-57.jpg,NYTIMES.COM,"Even on Biden's Big Day, He's Still in Trump's Long Shadow For the sitting president, even a triumphant ceremony to sign major domesti:",True,"The headline suggests that despite President Biden's significant moments or accomplishments, public attention, media coverage, and political discourse still heavily involve his predecessor, Donald Trump. It implies that Biden’s presidency continues to be influenced and overshadowed by Trump’s lingering impact, making it difficult for Biden to establish his own narrative.",No,No,Yes,Yes,Yes
True/non-medical/biden-administration-readies-about-800-mln-in-additional-security-aid-for-ukraine-sources2022-09-03-22-24-35.jpg,REUTERS.COM,Biden administration readies about $800 mln in additional security aid for Ukraine -sources,True,"According to insider sources, the Biden administration is reportedly preparing approximately $800 million in additional security aid for Ukraine. This move is seen as an attempt to bolster Ukraine's defenses amid increasing tension and conflict with Russia. Therefore, the headline is considered 'true'.",No,No,Yes,Yes,Yes
True/non-medical/weeks-from-midterm-elections-biden-has-endorsed-just-three-democrats-while-calling-gop-threat-to-dem2022-09-03-22-07-05.jpg,FOXNEWS.COM,"Weeks from midterm elections, Biden has endorsed just three Democrats while calling GOP 'threat' to democracy",True,"As we approach the midterm elections, President Biden has publicly given his support to only three Democrats, indicating a steadied pace of endorsements. Simultaneously, he has been vocally critical of the Republican party, naming them as a threat to democracy. Thus, this headline effectively captures these two concurrent political realities.",No,No,Yes,Yes,Yes
